Record_ID,Date,Actual_Quantity,Counted_Quantity,Count_Accurate,Error_Type,Error_Amount,Error_Percentage,Count_Time_Seconds,Staff_ID,Staff_Experience_Years,Staff_Training,Staff_Role,Product_Type,Product_Subtype,Packaging,Location,Time_of_Day,Day_of_Week,End_of_Month,Scanner_Battery,Scanner_Model,Scanner_Calibrated,ERP_Status,WiFi_Strength,Count_Method,Inventory_Review_Type,Location_Type,Product_ID,Special_Cause
REC0630,2023-09-11,520,520,True,None,0,0.0,353.0,4,10,Basic,Warehouse Team,Medical Device,Therapeutic,Box,Warehouse - Main Building 3rd Floor,Morning,Friday,False,Medium,Current Model,True,Normal,Strong,Scanner Count,Quarterly Stock-take,Warehouse,P0630,None
REC0631,2023-03-26,49,49,True,None,0,0.0,32.0,14,5,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Evening,Saturday,True,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0631,None
REC0632,2023-07-26,1908,1908,True,None,0,0.0,1177.0,8,3,Intermediate,Pharmacy Staff,Drug,OTC,Box,Shop Floor - Zone C,Evening,Monday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0632,None
REC0633,2023-12-09,684,684,True,None,0,0.0,666.0,14,5,Basic,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone B,Morning,Monday,False,Medium,New Model,True,Slow,Normal,Combined Method,Ad-hoc Check,Shop Floor,P0633,None
REC0634,2023-06-05,4872,4482,False,Undercount,390,8.004926108374384,3615.0,5,8,Intermediate,Warehouse Team,Drug,Prescription,Box,Storage Room - Drugs,Evening,Monday,False,Medium,Old Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Storage,P0634,None
REC0635,2023-05-01,882,882,True,None,0,0.0,291.0,11,15,Advanced,Pharmacy Staff,Drug,Prescription,Bottle,Shop Floor - Zone A,Evening,Friday,False,High,Current Model,True,Normal,Normal,Combined Method,Quarterly Stock-take,Shop Floor,P0635,None
REC0636,2023-03-04,32,32,True,None,0,0.0,17.0,14,5,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,Medium,Current Model,False,Normal,Weak,Scanner Count,Quarterly Stock-take,Warehouse,P0636,None
REC0637,2023-10-02,832,780,False,Undercount,52,6.25,308.0,5,8,Intermediate,Warehouse Team,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Warehouse,P0637,None
REC0638,2023-05-03,25,25,True,None,0,0.0,15.0,15,3,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Individual,Shop Floor - Zone A,Afternoon,Friday,False,Low,Old Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0638,None
REC0639,2023-08-01,931,931,True,None,0,0.0,1025.0,17,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Box,Shop Floor - Zone A,Afternoon,Monday,False,Low,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0639,None
REC0640,2023-09-18,1792,1792,True,None,0,0.0,2558.0,3,3,Intermediate,Warehouse Team,Drug,OTC,Box,Storage Room - Drugs,Morning,Tuesday,False,High,Current Model,True,Maintenance Mode,Normal,Manual Count,Quarterly Stock-take,Storage,P0640,None
REC0641,2023-06-07,702,702,True,None,0,0.0,413.0,5,8,Intermediate,Warehouse Team,Medical Device,Therapeutic,Box,Shop Floor - Zone A,Evening,Tuesday,False,High,New Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0641,None
REC0642,2023-04-12,783,783,True,None,0,0.0,1239.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Storage Room - Medical Devices,Evening,Friday,False,Low,Current Model,True,Slow,Strong,Combined Method,Quarterly Stock-take,Storage,P0642,None
REC0643,2023-09-11,136,118,False,Undercount,18,13.23529411764706,129.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Evening,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0643,None
REC0644,2023-05-19,832,832,True,None,0,0.0,417.0,15,3,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Morning,Saturday,False,High,Old Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0644,None
REC0645,2023-11-26,34,34,True,None,0,0.0,19.0,19,6,Intermediate,Warehouse Team,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Morning,Wednesday,True,High,New Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0645,None
REC0646,2023-12-06,2024,2024,True,None,0,0.0,2167.0,19,6,Intermediate,Warehouse Team,Drug,Refrigerated,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Friday,False,Medium,Current Model,True,Slow,Strong,Manual Count,Regular Stock Check,Warehouse,P0646,None
REC0647,2023-07-10,93,86,False,Undercount,7,7.526881720430108,103.0,14,5,Basic,Pharmacy Staff,Drug,Controlled,Tube,Shop Floor - Zone C,Morning,Wednesday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0647,None
REC0648,2023-03-30,6232,6232,True,None,0,0.0,2657.0,15,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Bottle,Shop Floor - Zone B,Afternoon,Thursday,True,High,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0648,None
REC0649,2023-05-15,21,24,False,Overcount,3,14.285714285714285,29.0,17,2,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Afternoon,Monday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0649,None
REC0650,2023-01-23,7296,7296,True,None,0,0.0,9427.0,5,8,Intermediate,Warehouse Team,Drug,OTC,Box,Warehouse - Shop Building Ground Floor,Evening,Saturday,False,Low,Old Model,True,Normal,Weak,Manual Count,Regular Stock Check,Warehouse,P0650,None
REC0651,2023-05-08,32,32,True,None,0,0.0,34.0,1,4,Basic,Pharmacy Staff,Miscellaneous,Supplements,Tube,Warehouse - Shop Building Ground Floor,Morning,Monday,False,High,Current Model,True,Normal,Weak,Manual Count,Quarterly Stock-take,Warehouse,P0651,None
REC0652,2023-02-17,2440,2440,True,None,0,0.0,1277.0,20,15,Advanced,Team Leader,Miscellaneous,Supplements,Bottle,Shop Floor - Zone B,Afternoon,Sunday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0652,None
REC0653,2023-01-08,38,38,True,None,0,0.0,21.0,4,10,Basic,Warehouse Team,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Afternoon,Tuesday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0653,None
REC0654,2023-07-10,4553,4553,True,None,0,0.0,4881.0,16,7,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone C,Morning,Tuesday,False,High,Old Model,True,Normal,Strong,Manual Count,Regular Stock Check,Shop Floor,P0654,None
REC0655,2023-06-10,43,43,True,None,0,0.0,29.0,17,2,Basic,Pharmacy Staff,Medical Device,Therapeutic,Individual,Warehouse - Main Building 3rd Floor,Afternoon,Wednesday,False,High,Current Model,False,Normal,Weak,Scanner Count,Ad-hoc Check,Warehouse,P0655,None
REC0656,2023-05-01,966,966,True,None,0,0.0,593.0,7,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Box,Shop Floor - Zone A,Evening,Sunday,False,Medium,Current Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0656,None
REC0657,2023-08-25,372,384,False,Overcount,12,3.225806451612903,519.0,16,7,Intermediate,Pharmacy Staff,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Afternoon,Wednesday,True,Medium,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Storage,P0657,None
REC0658,2023-10-28,437,437,True,None,0,0.0,277.0,2,4,Intermediate,Pharmacy Staff,Miscellaneous,Hygiene,Box,Warehouse - Shop Building Ground Floor,Morning,Tuesday,True,High,Current Model,True,Normal,Weak,Scanner Count,Ad-hoc Check,Warehouse,P0658,None
REC0659,2023-10-18,1782,1782,True,None,0,0.0,1260.0,16,7,Intermediate,Pharmacy Staff,Drug,OTC,Box,Storage Room - Drugs,Afternoon,Thursday,False,High,Current Model,True,Normal,Strong,Combined Method,Quarterly Stock-take,Storage,P0659,None
REC0660,2023-12-04,1120,1069,False,Undercount,51,4.553571428571428,666.0,1,4,Basic,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone C,Morning,Friday,False,High,Old Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0660,None
REC0661,2023-07-21,4305,3850,False,Undercount,455,10.569105691056912,4080.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Bottle,Shop Floor - Zone C,Morning,Monday,False,Low,New Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0661,None
REC0662,2023-05-04,1529,1529,True,None,0,0.0,968.0,7,4,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Storage Room - Drugs,Morning,Wednesday,False,High,Current Model,True,Normal,Normal,Combined Method,Regular Stock Check,Storage,P0662,None
REC0663,2023-01-15,684,684,True,None,0,0.0,378.0,14,5,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Morning,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0663,None
REC0664,2023-02-15,32,32,True,None,0,0.0,15.0,6,10,Advanced,Pharmacy Staff,Miscellaneous,First Aid,Tube,Shop Floor - Zone C,Afternoon,Wednesday,False,High,Current Model,True,Maintenance Mode,Strong,Combined Method,Regular Stock Check,Shop Floor,P0664,None
REC0665,2023-12-26,10,10,True,None,0,0.0,13.0,13,3,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone A,Evening,Friday,True,Medium,Old Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,SP004,Similar Packaging Confusion
REC0666,2023-10-18,493,493,True,None,0,0.0,310.0,9,7,Intermediate,Warehouse Team,Medical Device,Surgical,Box,Shop Floor - Zone A,Afternoon,Friday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0666,None
REC0667,2023-01-24,5670,5670,True,None,0,0.0,4865.0,10,6,Advanced,Warehouse Team,Drug,OTC,Bottle,Storage Room - Drugs,Evening,Saturday,False,High,Current Model,True,Slow,Normal,Manual Count,Ad-hoc Check,Storage,P0667,None
REC0668,2023-11-22,702,702,True,None,0,0.0,481.0,18,6,Intermediate,Pharmacy Staff,Drug,Controlled,Box,Storage Room - Drugs,Evening,Friday,False,Low,Old Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0668,None
REC0669,2023-02-20,2682,2682,True,None,0,0.0,2212.0,18,6,Intermediate,Pharmacy Staff,Drug,Refrigerated,Box,Shop Floor - Zone A,Evening,Friday,False,High,Current Model,False,Normal,Strong,Combined Method,Regular Stock Check,Shop Floor,P0669,None
REC0670,2023-09-14,420,420,True,None,0,0.0,464.0,9,7,Intermediate,Warehouse Team,Drug,Prescription,Box,Shop Floor - Zone C,Evening,Monday,False,High,Current Model,True,Normal,Weak,Manual Count,Regular Stock Check,Shop Floor,P0670,None
REC0671,2023-02-07,1450,1450,True,None,0,0.0,900.0,8,3,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone B,Evening,Sunday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0671,None
REC0672,2023-07-29,3515,3515,True,None,0,0.0,3849.0,18,6,Intermediate,Pharmacy Staff,Miscellaneous,First Aid,Box,Storage Room - Drugs,Evening,Tuesday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Storage,P0672,None
REC0673,2023-02-25,47,48,False,Overcount,1,2.127659574468085,23.0,7,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Shop Floor - Zone A,Afternoon,Thursday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0673,None
REC0674,2023-02-27,620,620,True,None,0,0.0,326.0,16,7,Intermediate,Pharmacy Staff,Drug,Prescription,Blister Pack,Shop Floor - Zone B,Evening,Saturday,True,High,Current Model,False,Normal,Weak,Combined Method,Regular Stock Check,Shop Floor,P0674,None
REC0675,2023-11-15,94,94,True,None,0,0.0,24.0,11,15,Advanced,Pharmacy Staff,Drug,OTC,Tube,Storage Room - Drugs,Evening,Friday,False,High,Current Model,True,Slow,Normal,Scanner Count,Ad-hoc Check,Storage,P0675,None
REC0676,2023-06-16,49,49,True,None,0,0.0,40.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Individual,Warehouse - Shop Building Ground Floor,Morning,Tuesday,False,High,Old Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Warehouse,P0676,None
REC0677,2023-02-01,1296,1275,False,Undercount,21,1.6203703703703702,6081.750917092282,102,0,Basic,Pharmacy Staff,Miscellaneous,First Aid,Box,Shop Floor - Zone C,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0677,New Employee Training
REC0678,2023-07-30,798,798,True,None,0,0.0,363.0,18,6,Intermediate,Pharmacy Staff,Drug,Controlled,Blister Pack,Storage Room - Drugs,Afternoon,Sunday,True,High,Current Model,True,Normal,Weak,Scanner Count,Quarterly Stock-take,Storage,P0678,None
REC0679,2023-07-14,1364,1364,True,None,0,0.0,1865.0,4,10,Basic,Warehouse Team,Miscellaneous,First Aid,Box,Shop Floor - Zone C,Evening,Monday,False,High,Old Model,False,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0679,None
REC0680,2023-04-28,3479,3479,True,None,0,0.0,2110.0,19,6,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Shop Floor - Zone B,Morning,Friday,True,Medium,Old Model,True,Normal,Normal,Combined Method,Regular Stock Check,Shop Floor,P0680,None
REC0681,2023-11-20,228,228,True,None,0,0.0,44.0,20,15,Advanced,Team Leader,Drug,OTC,Blister Pack,Storage Room - Drugs,Evening,Sunday,False,High,Old Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0681,None
REC0682,2023-08-17,13,14,False,Overcount,1,7.6923076923076925,10.0,17,2,Basic,Pharmacy Staff,Medical Device,Diagnostic,Individual,Warehouse - Main Building 3rd Floor,Evening,Friday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Warehouse,P0682,None
REC0683,2023-12-12,81,81,True,None,0,0.0,34.0,16,7,Intermediate,Pharmacy Staff,Miscellaneous,Baby Care,Individual,Storage Room - Drugs,Evening,Friday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0683,None
REC0684,2023-06-04,11832,11832,True,None,0,0.0,5919.0,1,4,Basic,Pharmacy Staff,Drug,Controlled,Bottle,Shop Floor - Zone C,Evening,Wednesday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0684,None
REC0685,2023-04-06,5082,5082,True,None,0,0.0,4606.0,7,4,Intermediate,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Morning,Monday,False,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,SP005,Similar Packaging Confusion
REC0686,2023-10-07,15,15,True,None,0,0.0,10.0,1,4,Basic,Pharmacy Staff,Medical Device,Surgical,Individual,Shop Floor - Zone A,Afternoon,Monday,False,High,Current Model,True,Normal,Strong,Scanner Count,Regular Stock Check,Shop Floor,P0686,None
REC0687,2023-07-28,270,270,True,None,0,0.0,237.0,6,10,Advanced,Pharmacy Staff,Medical Device,Monitoring,Box,Storage Room - Medical Devices,Evening,Thursday,True,High,New Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Storage,P0687,None
REC0688,2023-01-03,51,51,True,None,0,0.0,23.0,4,10,Basic,Warehouse Team,Drug,OTC,Tube,Storage Room - Drugs,Evening,Friday,False,High,Current Model,False,Normal,Normal,Scanner Count,Regular Stock Check,Storage,P0688,None
REC0689,2023-04-30,46,50,False,Overcount,4,8.695652173913043,93.0,13,3,Basic,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone B,Morning,Friday,True,Medium,Current Model,False,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0689,None
REC0690,2023-09-26,1947,1947,True,None,0,0.0,901.0,7,4,Intermediate,Pharmacy Staff,Miscellaneous,Supplements,Bottle,Shop Floor - Zone C,Morning,Friday,True,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0690,None
REC0691,2023-09-29,80,80,True,None,0,0.0,55.0,12,4,Intermediate,Warehouse Team,Medical Device,Monitoring,Box,Shop Floor - Zone C,Morning,Friday,True,Medium,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Shop Floor,P0691,None
REC0692,2023-02-09,39,39,True,None,0,0.0,17.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Morning,Friday,False,High,Current Model,False,Normal,Weak,Scanner Count,Regular Stock Check,Shop Floor,P0692,None
REC0693,2023-04-05,1296,1296,True,None,0,0.0,565.0,15,3,Intermediate,Pharmacy Staff,Drug,Refrigerated,Blister Pack,Shop Floor - Zone A,Afternoon,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0693,None
REC0694,2023-12-08,1158,1158,True,None,0,0.0,457.0,4,10,Basic,Warehouse Team,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Evening,Thursday,False,High,Current Model,True,Normal,Normal,Scanner Count,Quarterly Stock-take,Warehouse,P0694,None
REC0695,2023-08-15,120,120,True,None,0,0.0,99.0,15,3,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Box,Shop Floor - Zone B,Evening,Tuesday,False,High,Current Model,True,Maintenance Mode,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0695,None
REC0696,2023-04-26,2280,2280,True,None,0,0.0,2378.0,14,5,Basic,Pharmacy Staff,Miscellaneous,Baby Care,Bottle,Shop Floor - Zone B,Morning,Thursday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Regular Stock Check,Shop Floor,P0696,None
REC0697,2023-10-26,9240,9240,True,None,0,0.0,9554.0,12,4,Intermediate,Warehouse Team,Drug,Controlled,Bottle,Storage Room - Drugs,Evening,Wednesday,True,Medium,Current Model,True,Normal,Normal,Manual Count,Ad-hoc Check,Storage,P0697,None
REC0698,2023-01-28,110,106,False,Undercount,4,3.6363636363636362,130.0,14,5,Basic,Pharmacy Staff,Drug,OTC,Blister Pack,Shop Floor - Zone B,Afternoon,Thursday,True,High,Current Model,False,Normal,Normal,Manual Count,Quarterly Stock-take,Shop Floor,P0698,None
REC0699,2023-02-22,288,288,True,None,0,0.0,262.0,14,5,Basic,Pharmacy Staff,Drug,Controlled,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,Medium,New Model,True,Maintenance Mode,Weak,Combined Method,Quarterly Stock-take,Warehouse,P0699,None
REC0700,2023-03-17,1408,1427,False,Overcount,19,1.3494318181818181,802.0,10,6,Advanced,Warehouse Team,Drug,Controlled,Box,Shop Floor - Zone A,Afternoon,Friday,False,Medium,Current Model,True,Slow,Strong,Scanner Count,Quarterly Stock-take,Shop Floor,P0700,None
REC0701,2023-01-19,584,584,True,None,0,0.0,263.0,20,15,Advanced,Team Leader,Drug,Prescription,Blister Pack,Warehouse - Shop Building Ground Floor,Afternoon,Monday,False,Low,Current Model,False,Slow,Weak,Combined Method,Quarterly Stock-take,Warehouse,P0701,None
REC0702,2023-06-18,74,74,True,None,0,0.0,92.0,12,4,Intermediate,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone B,Afternoon,Tuesday,False,High,Current Model,True,Slow,Normal,Manual Count,Regular Stock Check,Shop Floor,P0702,None
REC0703,2023-09-04,94,94,True,None,0,0.0,49.0,4,10,Basic,Warehouse Team,Miscellaneous,Supplements,Individual,Shop Floor - Zone C,Morning,Tuesday,False,High,New Model,True,Slow,Normal,Scanner Count,Regular Stock Check,Shop Floor,P0703,None
REC0704,2023-11-14,11,11,True,None,0,0.0,10.0,1,4,Basic,Pharmacy Staff,Medical Device,Monitoring,Individual,Storage Room - Medical Devices,Morning,Tuesday,False,Medium,Old Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Storage,P0704,None
REC0705,2023-08-21,132,162,False,Overcount,30,22.727272727272727,55.0,9,7,Intermediate,Warehouse Team,Drug,OTC,Blister Pack,Storage Room - Drugs,Morning,Monday,False,Medium,Current Model,True,Normal,Normal,Scanner Count,Regular Stock Check,Storage,SP005,Similar Packaging Confusion
REC0706,2023-04-02,46,48,False,Overcount,2,4.3478260869565215,25.0,16,7,Intermediate,Pharmacy Staff,Medical Device,Diagnostic,Individual,Storage Room - Medical Devices,Afternoon,Friday,False,High,Current Model,True,Slow,Weak,Scanner Count,Regular Stock Check,Storage,P0706,None
REC0707,2023-08-11,48,48,True,None,0,0.0,22.0,12,4,Intermediate,Warehouse Team,Drug,Controlled,Blister Pack,Storage Room - Drugs,Evening,Wednesday,False,Medium,Current Model,False,Normal,Normal,Scanner Count,Quarterly Stock-take,Storage,P0707,None
REC0708,2023-04-13,2492,2859,False,Overcount,367,14.72712680577849,4292.0,3,3,Intermediate,Warehouse Team,Drug,Controlled,Box,Shop Floor - Zone C,Afternoon,Monday,False,Low,Current Model,True,Slow,Weak,Manual Count,Regular Stock Check,Shop Floor,P0708,None
REC0709,2023-03-11,32,29,False,Undercount,3,9.375,17.0,12,4,Intermediate,Warehouse Team,Medical Device,Surgical,Individual,Storage Room - Medical Devices,Evening,Wednesday,False,High,Old Model,True,Normal,Weak,Scanner Count,Regular Stock Check,Storage,P0709,None
